lat,lon,name,amenity,addr:street,addr:housenumber,addr:city,addr:postcode,addr:country,id,version,timestamp,changeset,uid,user,shop,building,opening_hours,source,phone,website,brand,brand:wikidata,cuisine,operator,brand:wikipedia,wheelchair,name:en,remaining_tags_json,ZIP,ZIP_CODE,PO_NAME,STATE,ZIP_TYPE,ZCTA,zip_join_type
32.8525769,-116.9749334,Edgemoor,social_facility,Park Center Drive,655,Santee,92071,,358804280,2,2018-03-16T12:13:20Z,57239824,360392,maxerickson,,,,,+1 619 596 5500,https://www.sandiegocounty.gov/content/sdc/hhsa/facilities/east/edgemoor.html,,,,,,,,"{""social_facility"": ""nursing_home""}",92071.0,92071.0,Santee,CA,Zip Code Area,92071,Zip matches ZCTA
32.7515024,-117.0031849,Brighton Place – Spring Valley,social_facility,Campo Road,9009,Spring Valley,91977,,358808212,2,2018-03-16T11:48:46Z,57239296,360392,maxerickson,,,,,+1 619 460 2711,http://www.brightonplacesv.com/,,,,,,,,"{""social_facility"": ""nursing_home""}",91941.0,91941.0,La Mesa,CA,Zip Code Area,91941,Zip matches ZCTA
32.7493389,-117.0766646,Crestwood Behavioral Health San Diego,hospital,University Avenue,5550,San Diego,92105,,358808854,2,2018-03-16T11:20:09Z,57238749,360392,maxerickson,,,,,+1 619 481 6790,https://crestwoodbehavioralhealth.com/location/san-diego/,,,,Crestwood Behavioral Health,,,,"{""emergency"": ""no"", ""gnis:feature_id"": ""1661641"", ""healthcare"": ""hospital"", ""healthcare:speciality"": ""psychiatry"", ""old_name"": ""Villa View Hospital""}",92115.0,92115.0,San Diego,CA,Zip Code Area,92115,Zip matches ZCTA
32.9968221,-117.0559524,Palomar Medical Center Poway,hospital,Pomerado Road,15615,Poway,92064,US,358845273,7,2017-09-23T08:13:21Z,52297218,364,Edward,,,,,+18586134000,http://www.pph.org/ContentPage.aspx?nd=420,,,,Palomar Health,,,,"{""addr:state"": ""CA"", ""ele"": ""199"", ""emergency"": ""yes"", ""gnis:county_id"": ""073"", ""gnis:created"": ""06/13/2000"", ""gnis:feature_id"": ""1869315"", ""gnis:state_id"": ""06"", ""source:addr"": ""SanGIS Addresses Public Domain (http://www.sangis.org/)"", ""wikidata"": ""Q7227263""}",92198.0,92198.0,San Diego,CA,Post Office or large volume customer,92128,Spatial join to ZCTA
32.7246672,-117.1634605,San Diego Rescue Mission,social_facility,Elm Street,120,San Diego,92101,,358845943,3,2019-02-19T18:40:29Z,67363205,9451067,b-jazz-bot,,,,,+1 619 687 3720,https://www.sdrescue.org/,,,,,,,,"{""gnis:feature_id"": ""1869947"", ""old_name"": ""Harborview Medical Center""}",92187.0,92187.0,San Diego,CA,Post Office or large volume customer,92101,Spatial join to ZCTA
32.7265586,-117.163667,First Avenue Family Planning Michelle Wagner Center,clinic,1st Avenue,2017,San Diego,92103,,358845947,2,2018-03-15T18:57:40Z,57221028,360392,maxerickson,,,Mo-Th 07:30-18:00; Fr 07:30-16:00; Sa 07:30-16:00,,+1 888 743 7526,https://www.plannedparenthood.org/health-center/california/san-diego/92101/first-avenue-family-planning-michelle-wagner-center-4037-90110,,,,Planned Parenthood,,,,"{""healthcare"": ""clinic""}",92187.0,92187.0,San Diego,CA,Post Office or large volume customer,92101,Spatial join to ZCTA
32.7327317,-117.161598,St. Paul’s Senior Services,social_facility,Maple Street,328,San Diego,92103,,358846092,2,2018-03-15T18:57:40Z,57221028,360392,maxerickson,,,,,+1 619 239 6900,https://www.stpaulseniors.org/,,,,,,,,{},92163.0,92163.0,San Diego,CA,Post Office or large volume customer,92103,Spatial join to ZCTA
32.7766711,-117.0575962,San Diego Rehabilitation Institute,social_facility,,,,,,358860737,3,2018-03-16T13:26:26Z,57241542,360392,maxerickson,,,,,,https://www.alvaradohospital.com/Programs-Services/San-Diego-Rehabilitation-Institute.aspx,,,,,,,,"{""gnis:feature_id"": ""2457087"", ""social_facility"": ""nursing_home""}",92120.0,92120.0,San Diego,CA,Zip Code Area,92120,Zip matches ZCTA
32.8699891,-117.2265766,"Robert Button, M.D.",doctors,,,,,,1432379852,1,2011-09-14T04:54:36Z,9295856,48060,SatGarcia,,,,Bing,,,,,,,,,,{},92092.0,92092.0,La Jolla,CA,Post Office or large volume customer,92037,Spatial join to ZCTA
32.8699574,-117.2265508,"Sidney H. Levine, M.D.",doctors,,,,,,1432379856,1,2011-09-14T04:54:37Z,9295856,48060,SatGarcia,,,,Bing,,,,,,,,,,{},92092.0,92092.0,La Jolla,CA,Post Office or large volume customer,92037,Spatial join to ZCTA
32.8699991,-117.226692,"Paul C. Murphy, M.D.",doctors,,,,,,1432379857,1,2011-09-14T04:54:37Z,9295856,48060,SatGarcia,,,,Bing,,,,,,,,,,{},92092.0,92092.0,La Jolla,CA,Post Office or large volume customer,92037,Spatial join to ZCTA
32.9165206,-117.1223862,CVS Pharmacy,pharmacy,,,,,,1451219572,2,2019-09-20T19:34:11Z,74733139,115918,Timothy Smith,,,,,,,CVS Pharmacy,Q2078880,,,en:CVS Pharmacy,,,"{""healthcare"": ""pharmacy"", ""short_name"": ""CVS""}",92196.0,92196.0,San Diego,CA,Post Office or large volume customer,92126,Spatial join to ZCTA
32.8320005,-117.2040627,Town Square Family Dentistry,dentist,,,,,,1459161548,2,2019-10-04T02:13:27Z,75257280,115918,Timothy Smith,,,,,,,,,,Hema Srinivasan D.D.S.,,,,"{""healthcare"": ""dentist""}",92197.0,92197.0,San Diego,CA,Post Office or large volume customer,92128,Spatial join to ZCTA
32.8320186,-117.2035343,Lifetime Animal Care Center,veterinary,,,,,,1459169006,1,2011-10-08T18:16:47Z,9504965,48060,SatGarcia,,,,,,,,,,,,,,{},92197.0,92197.0,San Diego,CA,Post Office or large volume customer,92128,Spatial join to ZCTA
32.8671109,-117.2059634,Dr. Roland Goldberg,dentist,,,,,,1474749187,1,2011-10-21T01:29:53Z,9613385,48060,SatGarcia,,,,,,,,,,,,,,"{""healthcare"": ""dentist""}",92192.0,92192.0,San Diego,CA,Post Office or large volume customer,92122,Spatial join to ZCTA
32.8317116,-117.1606079,Dr. Katnik D.D.S.,dentist,,,,,,1557790061,3,2019-10-29T22:02:51Z,76367122,4705962,mds08011,,,,Bing,,,,,,,,,,"{""healthcare"": ""dentist""}",92177.0,92177.0,San Diego,CA,Post Office or large volume customer,92117,Spatial join to ZCTA
32.8316517,-117.160604,Tracy Gady D.D.S.,dentist,,,,,,1557790067,2,2012-04-22T21:54:43Z,11389704,48060,SatGarcia,,,,Bing,,,,,,,,,,{},92177.0,92177.0,San Diego,CA,Post Office or large volume customer,92117,Spatial join to ZCTA
32.9501105,-117.2462374,CVS,pharmacy,,,,,,1565616474,2,2019-03-20T21:33:13Z,68354187,115918,Timothy Smith,,,,,,,CVS,Q2078880,,,en:CVS Pharmacy,,,"{""dispensing"": ""yes"", ""healthcare"": ""pharmacy""}",92014.0,92014.0,Del Mar,CA,Zip Code Area,92014,Zip matches ZCTA
32.8199614,-117.1814401,Walgreens,pharmacy,,,,,,1572281102,3,2019-02-27T19:55:01Z,67629506,115918,Timothy Smith,,,,,,,Walgreens,Q1591889,,,en:Walgreens,,,"{""dispensing"": ""yes"", ""healthcare"": ""pharmacy""}",92177.0,92177.0,San Diego,CA,Post Office or large volume customer,92117,Spatial join to ZCTA
32.9611492,-117.1538137,Sav-on,pharmacy,,,,,,1576269753,1,2012-01-03T23:45:02Z,10287300,48060,SatGarcia,,,,,,,,,,,,,,"{""dispensing"": ""yes""}",92172.0,92172.0,San Diego,CA,Post Office or large volume customer,92129,Spatial join to ZCTA
32.7729919,-117.0736735,Student Health Services,doctors,Campanile Drive,5500,San Diego,92182,,1616189720,4,2018-03-16T13:34:04Z,57241731,360392,maxerickson,,,,,+1 619 594 4325,http://shs.sdsu.edu/,,,,San Diego State University,,,,"{""healthcare"": ""doctor"", ""urgent_care"": ""yes""}",92182.0,92182.0,San Diego,CA,Zip Code Area,92115,Spatial join to ZCTA
32.521037,-117.0118495,Centro Medico Excel,hospital,Calle Paseo de los Héroes,2507,Tijuana,22320,,3600957835,2,2020-04-06T21:51:40Z,83166474,9476874,Buddy-the-Elf,,,,,,,,,,,,,,{},92154.0,92154.0,San Diego,CA,Zip Code Area,92154,Zip matches ZCTA
32.9214816,-117.2135431,Fresenius Medical Care,clinic,,,,,,3648230213,1,2015-07-13T05:13:26Z,32593520,296869,Zian Choy,,,,,,,,,,,,,,{},92191.0,92191.0,San Diego,CA,Post Office or large volume customer,92121,Spatial join to ZCTA
32.9203561,-117.2150395,Vons Pharmacy 1797,pharmacy,Carmel Mountain Road,4627,San Diego,92130,US,3648245183,5,2019-02-19T18:41:59Z,67363261,9451067,b-jazz-bot,,,Mo-Fr 9:00-21:00; Sa-Su 9:00-17:00,,,https://local.vons.com/ca/san-diego-1797.html,,,,,,yes,,"{""designation"": ""Safeway 1797"", ""layer"": ""1""}",92191.0,92191.0,San Diego,CA,Post Office or large volume customer,92121,Spatial join to ZCTA
32.5241587,-117.0135649,Dental Pacifico,dentist,Jose Clemente Orozco,10122,TIjuana,,,3674344403,4,2018-03-22T00:13:24Z,57404539,3630353,Vagabundox,,,,,,,,,,Dra. Araceli Ramirez Zabori Dentist U.A.B.C,,,,"{""addr:door"": ""4 Level SUITE 406"", ""contact:email"": ""zaboriarjo@hotmail.com"", ""contact:mobile"": ""(044664)6036098"", ""contact:phone"": ""(01152664)6343325""}",92154.0,92154.0,San Diego,CA,Zip Code Area,92154,Zip matches ZCTA
32.8962551,-117.1925333,US Healthworks,clinic,,,,,,3688752749,2,2015-11-03T18:47:34Z,35062753,91790,morray,,,,,,,,,,,,,,"{""healthcare"": ""urgent_care"", ""healthcare:speciality"": ""occupational""}",92121.0,92121.0,San Diego,CA,Zip Code Area,92121,Zip matches ZCTA
32.8200368,-117.1717135,Albert Leung,dentist,,6565,San Diego,,,3718001763,3,2017-05-21T20:22:31Z,48869856,296869,Zian Choy,,,,,,,,,,,,,,"{""healthcare"": ""dentist""}",92177.0,92177.0,San Diego,CA,Post Office or large volume customer,92117,Spatial join to ZCTA
32.9569834,-117.1267486,Rite Aid,pharmacy,Black Mountain Road,13167,San Diego,92129,,3793515586,3,2019-04-07T21:29:05Z,68987794,115918,Timothy Smith,,,,,,,Rite Aid,Q3433273,,,en:Rite Aid,,,"{""addr:state"": ""CA"", ""dispensing"": ""yes"", ""healthcare"": ""pharmacy""}",92172.0,92172.0,San Diego,CA,Post Office or large volume customer,92129,Spatial join to ZCTA
32.8951048,-117.2162134,Veterinary Specialty Hospital,veterinary,,,,,,3935395317,1,2016-01-09T06:54:56Z,36458505,48060,SatGarcia,,,,Bing,,,,,,,,,,{},92191.0,92191.0,San Diego,CA,Post Office or large volume customer,92121,Spatial join to ZCTA
32.7914176,-117.0967674,Rite Aid,pharmacy,Mission Gorge Road,6505,San Diego,92120,US,4013939190,3,2020-12-06T12:13:00Z,95363538,4540953,Adamant1,,,,,,,Rite Aid,Q3433273,,,en:Rite Aid,,,"{""addr:state"": ""CA"", ""dispensing"": ""yes"", ""healthcare"": ""pharmacy""}",92160.0,92160.0,San Diego,CA,Post Office or large volume customer,92120,Spatial join to ZCTA
32.8215068,-117.1524792,Balboa Veterinary Hospital,veterinary,,,,,,3042714873,2,2014-12-31T06:24:53Z,27815992,48060,SatGarcia,,,,,,,,,,,,,,{},92111.0,92111.0,San Diego,CA,Zip Code Area,92111,Zip matches ZCTA
32.5227349,-117.0321679,Farmacias Roma,pharmacy,Blvd. Agua Caliente,,,,,3106019629,3,2017-07-12T05:38:21Z,50218437,3630353,Vagabundox,,,,,,,,,,,,,,{},92173.0,92173.0,San Ysidro,CA,Zip Code Area,92173,Zip matches ZCTA
32.5171913,-117.021701,Farmacias Roma,pharmacy,,,,,,3195845839,2,2017-06-23T04:27:19Z,49761134,3630353,Vagabundox,,,,,,,,,,,,,,{},92173.0,92173.0,San Ysidro,CA,Zip Code Area,92173,Zip matches ZCTA
32.5166615,-117.0210297,Farmacias del Ahorro,pharmacy,,,,,,3195845840,1,2014-11-19T17:58:06Z,26891895,2371667,patodamadre,,,,,,,,,,,,,,{},92173.0,92173.0,San Ysidro,CA,Zip Code Area,92173,Zip matches ZCTA
32.5196672,-117.0216188,Farmacias Nacional,pharmacy,,,,,,3195845841,2,2017-04-16T12:50:32Z,47837584,3630353,Vagabundox,,,,,,,,,,,,,,{},92173.0,92173.0,San Ysidro,CA,Zip Code Area,92173,Zip matches ZCTA
32.9802096,-117.0763222,Rite Aid,pharmacy,Carmel Mountain Road,11845,San Diego,92128,,3242597690,2,2019-06-10T17:41:08Z,71112258,4705962,mds08011,,,Mo-Fr 08:00-22:00;Sa 09:00-19:00;Su 10:00-18:00,,+1 858 451-5711,https://www.riteaid.com/store-details?storeNumber=5662,Rite Aid,Q3433273,,,en:Rite Aid,,,"{""addr:state"": ""CA"", ""dispensing"": ""yes"", ""healthcare"": ""pharmacy""}",92150.0,92150.0,San Diego,CA,Post Office or large volume customer,92128,Spatial join to ZCTA
32.8539724,-117.2549026,La Jolla Shores Dental,dentist,Paseo del Ocaso,8100,La Jolla,92037,US,3245518713,5,2020-02-18T15:44:39Z,81178726,2888253,mapman44,,,,SanGIS Addresses Public Domain (http://www.sangis.org/);survey,858-459-9772,,,,,,,,,"{""addr:state"": ""CA"", ""healthcare"": ""dentist""}",92038.0,92038.0,La Jolla,CA,Post Office or large volume customer,92037,Spatial join to ZCTA
32.8771926,-117.2106306,La Jolla Dentistry,dentist,,,,,,3279662853,2,2019-01-09T04:13:42Z,66148486,48060,SatGarcia,,,,Bing,,,,,,,,,,"{""healthcare"": ""dentist"", ""note"": ""Dr. Gavin Miller; Dr. Anakarina DeAngelis""}",92161.0,92161.0,San Diego,CA,Post Office or large volume customer,92037,Spatial join to ZCTA
32.8016991,-116.9355272,Western Dental,dentist,,,,,,3283257805,3,2019-07-25T17:12:48Z,72655650,115918,Timothy Smith,,,,,,,Western Dental,Q64211989,,,en:Western Dental,,,"{""alt_name"": ""Western Dental & Orthodontics"", ""healthcare"": ""dentist""}",92020.0,92020.0,El Cajon,CA,Zip Code Area,92020,Zip matches ZCTA
33.0463354,-117.2601986,Camino Dental Group,dentist,Encinitas Boulevard,,Encinitas,92024,US,3390502265,1,2015-03-09T02:22:40Z,29342492,296869,Zian Choy,,,,,,,,,,,,,,"{""addr:state"": ""CA"", ""healthcare"": ""dentist""}",92024.0,92024.0,Encinitas,CA,Zip Code Area,92024,Zip matches ZCTA
32.875871,-117.2133731,La Jolla Family and Sports Medicine,doctors,Genesee Avenue,9333,San Diego,92121,US,3396370166,3,2015-11-23T16:06:08Z,35533265,318696,n76,,,,,,,,,,"University of California, San Diego",,,,"{""addr:state"": ""CA"", ""healthcare"": ""clinic""}",92161.0,92161.0,San Diego,CA,Post Office or large volume customer,92037,Spatial join to ZCTA
32.7954273,-117.1926255,Rite Aid Pharmacy,pharmacy,,,,,,3537254900,1,2015-05-23T00:26:08Z,31387263,528715,Danrh,,,,Editors local knowledge,,,,,,,,,,"{""dispensing"": ""yes""}",92177.0,92177.0,San Diego,CA,Post Office or large volume customer,92117,Spatial join to ZCTA
32.8793702,-117.2371401,CVS Pharmacy,pharmacy,,,,,,8038972792,1,2020-10-23T06:37:17Z,92932297,7572965,lasagna,,,Mo-Fr 08:00-20:00; Sa-Su 09:00-18:00,,,,CVS Pharmacy,Q2078880,,,en:CVS Pharmacy,,,"{""dispensing"": ""yes"", ""drive_through"": ""no"", ""healthcare"": ""pharmacy"", ""short_name"": ""CVS""}",92093.0,92093.0,La Jolla,CA,Zip Code Area,92037,Spatial join to ZCTA
32.8673752,-117.2059613,CVS Pharmacy,pharmacy,,,,,,393630917,5,2019-12-25T06:50:30Z,78838651,2888253,mapman44,,,,,,,CVS Pharmacy,Q2078880,,,en:CVS Pharmacy,,,"{""dispensing"": ""yes"", ""healthcare"": ""pharmacy"", ""short_name"": ""CVS""}",92192.0,92192.0,San Diego,CA,Post Office or large volume customer,92122,Spatial join to ZCTA
32.8671693,-117.2059391,Cote Animal Hospital,veterinary,,,,,,434955940,3,2011-10-21T01:29:54Z,9613385,48060,SatGarcia,,,,,,,,,,,,,,{},92192.0,92192.0,San Diego,CA,Post Office or large volume customer,92122,Spatial join to ZCTA
32.7200511,-117.1690137,Rite Aid,pharmacy,,,,,,530763483,2,2019-07-19T20:03:41Z,72444943,115918,Timothy Smith,,,,,,,Rite Aid,Q3433273,,,en:Rite Aid,,,"{""healthcare"": ""pharmacy""}",92112.0,92112.0,San Diego,CA,Post Office or large volume customer,92101,Spatial join to ZCTA
32.7648853,-117.0186628,La Mesa Pharmacy,pharmacy,,,,,,566467289,2,2009-11-17T23:27:33Z,3146564,198546,dynamicron,,,,,,,,,,,,,,{},91944.0,91944.0,La Mesa,CA,Post Office or large volume customer,91942,Spatial join to ZCTA
32.8372155,-116.778979,Rite Aid,pharmacy,,,,,,581699159,5,2021-02-11T16:59:05Z,99122421,115918,Timothy Smith,,,,,,,Rite Aid,Q3433273,,,en:Rite Aid,,,"{""healthcare"": ""pharmacy""}",91903.0,91903.0,Alpine,CA,Post Office or large volume customer,91901,Spatial join to ZCTA
32.7339528,-117.03157,Palm Dental Group,dentist,Palm Street,7733,Lemon Grove,91945,US,595968807,4,2021-01-02T03:57:37Z,96793881,115918,Timothy Smith,,,,SanGIS Addresses Public Domain (http://www.sangis.org/),,,,,,,,,,"{""healthcare"": ""dentist""}",91945.0,91945.0,Lemon Grove,CA,Zip Code Area,91945,Zip matches ZCTA
32.755443,-117.099894,CVS,pharmacy,El Cajon Boulevard,4404,San Diego,92115,US,596096068,5,2020-11-01T16:57:58Z,93353254,290680,wheelmap_visitor,,,,SanGIS Addresses Public Domain (http://www.sangis.org/),,,,,,,,yes,,"{""addr:housename"": ""CVS""}",92165.0,92165.0,San Diego,CA,Post Office or large volume customer,92105,Spatial join to ZCTA
32.80371,-116.971362,Dental Arts San Diego,dentist,Arnele Avenue,707,,,,596232274,5,2020-06-16T23:47:57Z,86743243,318696,n76,,,,SanGIS Addresses Public Domain (http://www.sangis.org/),,,,,,,,,,"{""healthcare"": ""dentist""}",92020.0,92020.0,El Cajon,CA,Zip Code Area,92020,Zip matches ZCTA
32.953442,-117.230733,Rite Aid,pharmacy,Del Mar Heights Road,3525,San Diego,92130,,596408191,5,2019-06-10T17:53:20Z,71112704,4705962,mds08011,,,,SanGIS Addresses Public Domain (http://www.sangis.org/),,,Rite Aid,Q3433273,,,en:Rite Aid,,,"{""addr:state"": ""CA"", ""healthcare"": ""pharmacy""}",92014.0,92014.0,Del Mar,CA,Zip Code Area,92014,Zip matches ZCTA
32.7194744,-117.1600305,Mason Hotel,social_facility,5th Avenue,1345,San Diego,92101,US,596494869,4,2015-12-02T12:51:45Z,35705425,318696,n76,,,,SanGIS Addresses Public Domain (http://www.sangis.org/),,,,,,San Diego Housing Commission,,,,"{""social_facility"": ""group_home"", ""social_facility:for"": ""senior""}",92187.0,92187.0,San Diego,CA,Post Office or large volume customer,92101,Spatial join to ZCTA
33.0254153,-117.0761761,Kaiser Permanente Rancho Bernardo Medical Offices,clinic,Bernardo Center Drive,17140,San Diego,92128,US,596623394,5,2019-02-22T16:55:41Z,67472960,9451067,b-jazz-bot,,,,SanGIS Addresses Public Domain (http://www.sangis.org/),619-528-5000,https://www.kaiserpermanente.org/,,,,,,,,"{""addr:state"": ""CA""}",92199.0,92199.0,San Diego,CA,Post Office or large volume customer,92128,Spatial join to ZCTA
33.021769,-117.114164,Dr. Melanie Orthodontics,dentist,Reserve Drive,10432,San Diego,92127,US,596702906,4,2019-09-14T04:45:53Z,74461976,115918,Timothy Smith,,,,SanGIS Addresses Public Domain (http://www.sangis.org/),+1-858-613-3688,https://drmelanieorthodontics.com/,,,,,,,,"{""addr:state"": ""CA"", ""healthcare"": ""dentist"", ""healthcare:speciality"": ""orthodontics""}",92127.0,92127.0,San Diego,CA,Zip Code Area,92127,Zip matches ZCTA
32.657938,-117.042762,Kaiser Permanente Bonita Medical Offices,doctors,Bonita Road,3955,Bonita,91902,US,596709485,3,2017-06-26T19:27:22Z,49844448,3016843,Adorable-world,,,,SanGIS Addresses Public Domain (http://www.sangis.org/),,,,,,,,,,{},92149.0,92149.0,San Diego,CA,Post Office or large volume customer,92139,Spatial join to ZCTA
32.613277,-117.068494,Walgreens,pharmacy,3rd Avenue,1105,Chula Vista,91911,US,596742800,3,2019-10-04T00:56:24Z,75256176,5673171,Adam Espinosa,chemist,,,SanGIS Addresses Public Domain (http://www.sangis.org/),,,Walgreens,,,,,,,{},91909.0,91909.0,Chula Vista,CA,Post Office or large volume customer,91911,Spatial join to ZCTA
32.9906344,-117.1595458,Del Sur Dentistry,dentist,Via Verrazzano,7744,San Diego,92127,US,596779140,5,2020-06-13T21:08:17Z,86609811,318696,n76,,,,SanGIS Addresses Public Domain (http://www.sangis.org/),,,,,,,,,,"{""healthcare"": ""dentist""}",92067.0,92067.0,Rancho Santa Fe,CA,Zip Code Area,92067,Zip matches ZCTA
32.9063476,-117.2266848,Feel Beautiful Plastic Surgery,doctors,Sorrento Valley Road,11199,San Diego,92121,,597023433,7,2021-02-10T04:09:51Z,99010182,7572965,lasagna,,,,https://feelbeautiful.com/,+1-858-295-4001,,,,,Dr. Steve Laverson,,,,"{""addr:state"": ""CA"", ""addr:unit"": ""202"", ""email"": ""admin@feelbeautiful.com"", ""healthcare"": ""doctor"", ""healthcare:speciality"": ""plastic_surgery"", ""payment:american_express"": ""yes"", ""payment:cash"": ""yes"", ""payment:cheque"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes""}",92191.0,92191.0,San Diego,CA,Post Office or large volume customer,92121,Spatial join to ZCTA
32.800755,-116.934095,Granite Hills Health and Wellness Center,nursing_home,East Madison Avenue,1340,El Cajon,92021,US,597072967,3,2015-12-01T20:11:24Z,35693259,318696,n76,,,,SanGIS Addresses Public Domain (http://www.sangis.org/),,,,,,,,,,{},92020.0,92020.0,El Cajon,CA,Zip Code Area,92020,Zip matches ZCTA
32.746302,-117.15997,Rite Aid,pharmacy,Robinson Avenue,535,San Diego,92103,US,597079657,4,2019-06-10T20:42:47Z,71117774,4705962,mds08011,,,,SanGIS Addresses Public Domain (http://www.sangis.org/),,,Rite Aid,Q3433273,,,en:Rite Aid,,,"{""healthcare"": ""pharmacy""}",92163.0,92163.0,San Diego,CA,Post Office or large volume customer,92103,Spatial join to ZCTA
32.8706455,-117.2333406,UC San Diego La Jolla Internal Medicine Group,clinic,Villa la Jolla Drive,8939,La Jolla,92037,,597169303,4,2015-11-16T18:59:49Z,35358761,318696,n76,,,,SanGIS Addresses Public Domain (http://www.sangis.org/),,,,,,,,,,"{""addr:unit"": ""110;210""}",92092.0,92092.0,La Jolla,CA,Post Office or large volume customer,92037,Spatial join to ZCTA
32.801153,-117.237721,CVS Pharmacy,pharmacy,,,,,,597471953,3,2020-01-28T04:13:42Z,80170728,2888253,mapman44,,,,,,,CVS Pharmacy,Q2078880,,,en:CVS Pharmacy,,,"{""healthcare"": ""pharmacy"", ""short_name"": ""CVS""}",92109.0,92109.0,San Diego,CA,Zip Code Area,92109,Zip matches ZCTA
33.0462961,-117.2602957,Walgreens,pharmacy,Encinitas Boulevard,,Encinitas,92024,US,619045737,4,2019-03-10T15:32:30Z,67992142,115918,Timothy Smith,,,,,,,Walgreens,Q1591889,,,en:Walgreens,,,"{""addr:state"": ""CA"", ""dispensing"": ""yes"", ""healthcare"": ""pharmacy""}",92024.0,92024.0,Encinitas,CA,Zip Code Area,92024,Zip matches ZCTA
